"","Rho","N","P","P0","Rsq","Sure Screening Probability (Air-HOLP)","Sure Screening Probability (Ridge-HOLP)","Sure Screening Probability (SIS)","r"
"1538",0.3,125,250,15,0.95,0.184,0.182,0.002,19.5042861770201
"1539",0.6,125,250,15,0.95,0.12,0.118,0.002,20.232811072753
"1540",0.9,125,250,15,0.95,0.028,0.028,0,20.9883194591798
"1541",0,250,250,15,0.95,0.998,0.992,0.58,10.023201343103
"1542",0.3,250,250,15,0.95,0.994,0.992,0.248,11.3041340632967
"1543",0.6,250,250,15,0.95,0.962,0.952,0.092,12.3953663533441
"1544",0.9,250,250,15,0.95,0.65,0.672,0.026,12.1307242599489
"1545",0,500,250,15,0.95,1,1,0.968,5.53437238915657
"1546",0.3,500,250,15,0.95,1,1,0.714,6.43646312926303
"1547",0.6,500,250,15,0.95,1,1,0.692,6.88161552739927
"1548",0.9,500,250,15,0.95,0.98,0.982,0.77,5.45489649546106
"1549",0,1000,250,15,0.95,1,1,1,0.999640877341176
"1550",0.3,1000,250,15,0.95,1,1,0.896,1.37939196332821
"1551",0.6,1000,250,15,0.95,1,1,0.902,1.39911899098583
"1552",0.9,1000,250,15,0.95,1,1,0.93,1.22025694271606
"1553",0,125,1250,15,0.95,0,0,0,240.827573518391
"1554",0.3,125,1250,15,0.95,0,0,0,236.112175984898
"1555",0.6,125,1250,15,0.95,0,0,0,227.867630120253
"1556",0.9,125,1250,15,0.95,0,0,0,190.891488001807
"1557",0,250,1250,15,0.95,0.314,0.316,0.16,80.320733253918
"1558",0.3,250,1250,15,0.95,0.226,0.222,0.032,91.3811836075827
"1559",0.6,250,1250,15,0.95,0.062,0.062,0.008,107.968066581372
"1560",0.9,250,1250,15,0.95,0.018,0.018,0.01,108.5157653136
"1561",0,500,1250,15,0.95,0.968,0.97,0.832,54.3475701233735
"1562",0.3,500,1250,15,0.95,0.95,0.954,0.312,61.8014575744088
"1563",0.6,500,1250,15,0.95,0.816,0.814,0.072,69.1915540885062
"1564",0.9,500,1250,15,0.95,0.064,0.07,0.026,88.8216089243376
"1565",0,1000,1250,15,0.95,1,1,0.992,54.9729511765066
"1566",0.3,1000,1250,15,0.95,0.998,0.998,0.478,58.0328991243531
"1567",0.6,1000,1250,15,0.95,0.996,0.99,0.152,63.811239300378
"1568",0.9,1000,1250,15,0.95,0.836,0.846,0.034,68.2799803329438
"1569",0,125,5000,15,0.95,0,0,0,1145.05528802334
"1570",0.3,125,5000,15,0.95,0,0,0,1149.70120291101
"1571",0.6,125,5000,15,0.95,0,0,0,1084.94820108549
"1572",0.9,125,5000,15,0.95,0,0,0,939.544787380892
"1573",0,250,5000,15,0.95,0.026,0.026,0.016,554.709317789848
"1574",0.3,250,5000,15,0.95,0.016,0.018,0.002,561.83933092869
"1575",0.6,250,5000,15,0.95,0.002,0.002,0.002,649.904689710176
"1576",0.9,250,5000,15,0.95,0,0,0,512.075568701295
"1577",0,500,5000,15,0.95,0.63,0.632,0.544,250.819019960718
"1578",0.3,500,5000,15,0.95,0.574,0.576,0.17,269.965597441626
"1579",0.6,500,5000,15,0.95,0.176,0.178,0.036,378.707699222511
"1580",0.9,500,5000,15,0.95,0.022,0.022,0.018,391.092115214836
"1581",0,1000,5000,15,0.95,0.974,0.976,0.934,205.016222084489
"1582",0.3,1000,5000,15,0.95,0.96,0.958,0.348,244.93819940016
"1583",0.6,1000,5000,15,0.95,0.738,0.736,0.112,284.313275926088
"1584",0.9,1000,5000,15,0.95,0.066,0.068,0.06,374.946133750468
"1585",0,125,15000,15,0.95,0,0,0,3544.29133282541
"1586",0.3,125,15000,15,0.95,0,0,0,3403.18861691038
"1587",0.6,125,15000,15,0.95,0,0,0,3205.72532631878
"1588",0.9,125,15000,15,0.95,0,0,0,2808.5738429782
"1589",0,250,15000,15,0.95,0.008,0.008,0.006,2092.27106559347
"1590",0.3,250,15000,15,0.95,0.002,0.002,0.002,2150.20245193614
"1591",0.6,250,15000,15,0.95,0,0,0,2215.06475688344
"1592",0.9,250,15000,15,0.95,0,0,0,1735.7781262048
"1593",0,500,15000,15,0.95,0.4,0.406,0.382,830.465941576849
"1594",0.3,500,15000,15,0.95,0.268,0.264,0.08,962.042264936587
"1595",0.6,500,15000,15,0.95,0.092,0.088,0.032,1257.34463647098
"1596",0.9,500,15000,15,0.95,0.024,0.024,0.016,1155.76263232144
"1597",0,1000,15000,15,0.95,0.92,0.92,0.898,626.007126735537
"1598",0.3,1000,15000,15,0.95,0.85,0.85,0.31,738.905746333725
"1599",0.6,1000,15000,15,0.95,0.416,0.418,0.074,904.718522224253
"1600",0.9,1000,15000,15,0.95,0.046,0.046,0.05,1160.56279633351
