"","Rho","N","P","P0","Rsq","Sure.Screening.Probability..Air.HOLP.","Sure.Screening.Probability..Ridge.HOLP.","Sure.Screening.Probability..SIS.","r"
"1561",0,500,1250,15,0.95,0.964,0.958,0.798,55.7313053726968
"1562",0.3,500,1250,15,0.95,0.95,0.94,0.044,60.0323565451032
"1563",0.6,500,1250,15,0.95,0.91,0.894,0.01,56.7338142898247
"1564",0.9,500,1250,15,0.95,0.604,0.574,0,33.4921211419291
"1565",0,1000,1250,15,0.95,1,1,0.988,56.1107928077773
"1566",0.3,1000,1250,15,0.95,1,1,0.068,61.4223116101768
"1567",0.6,1000,1250,15,0.95,0.996,0.986,0.014,53.1420280016466
"1568",0.9,1000,1250,15,0.95,0.882,0.822,0.002,32.3677939721389
"1569",0,125,5000,15,0.95,0,0,0,1166.72769197746
"1570",0.3,125,5000,15,0.95,0,0,0,878.75216869763
"1571",0.6,125,5000,15,0.95,0,0,0,540.549510426967
"1572",0.9,125,5000,15,0.95,0,0,0,160.012193832465
"1573",0,250,5000,15,0.95,0.034,0.032,0.02,541.18923607621
"1574",0.3,250,5000,15,0.95,0.008,0.008,0,464.510977059474
"1575",0.6,250,5000,15,0.95,0.012,0.014,0,353.46192921377
"1576",0.9,250,5000,15,0.95,0.006,0.006,0,140.933168440559
"1577",0,500,5000,15,0.95,0.672,0.672,0.562,244.62660716878
"1578",0.3,500,5000,15,0.95,0.628,0.616,0.034,257.863790378679
"1579",0.6,500,5000,15,0.95,0.48,0.476,0.008,241.748910060216
"1580",0.9,500,5000,15,0.95,0.316,0.312,0.002,131.692050676483
"1581",0,1000,5000,15,0.95,0.97,0.97,0.938,218.253732330886
"1582",0.3,1000,5000,15,0.95,0.96,0.96,0.038,237.518031720787
"1583",0.6,1000,5000,15,0.95,0.96,0.962,0.018,227.377170176693
"1584",0.9,1000,5000,15,0.95,0.738,0.712,0.002,132.255469755289
"1585",0,125,15000,15,0.95,0,0,0,3562.97316354036
"1586",0.3,125,15000,15,0.95,0,0,0,2622.81645699036
"1587",0.6,125,15000,15,0.95,0,0,0,1578.11300019483
"1588",0.9,125,15000,15,0.95,0,0,0,447.996342465046
"1589",0,250,15000,15,0.95,0.004,0.004,0.002,2112.0746937058
"1590",0.3,250,15000,15,0.95,0,0,0,1689.98049558002
"1591",0.6,250,15000,15,0.95,0.002,0.002,0.002,1166.29769471478
"1592",0.9,250,15000,15,0.95,0,0,0,416.96370024298
"1593",0,500,15000,15,0.95,0.38,0.38,0.35,884.766087179794
"1594",0.3,500,15000,15,0.95,0.33,0.33,0.008,884.895369708268
"1595",0.6,500,15000,15,0.95,0.306,0.3,0.004,753.529972873097
"1596",0.9,500,15000,15,0.95,0.152,0.148,0,375.061142971021
"1597",0,1000,15000,15,0.95,0.94,0.94,0.924,653.005118873549
"1598",0.3,1000,15000,15,0.95,0.9,0.9,0.038,733.039180568985
"1599",0.6,1000,15000,15,0.95,0.874,0.864,0.018,692.985826574123
"1600",0.9,1000,15000,15,0.95,0.61,0.608,0.002,385.493381597395
